,id,title,artist,danceability,energy,key,loudness,modal,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sentiments,no_of_tags
154,369xJxMfbiJH7hTrdFxs6l,Def Beat,Junkie XL,0.32,0.98,9,-4.835,1,0.00017,0.715,0.514,0.371,137.854,294387,4,positive,3
155,3qYNJ9vAFdGmzetzCTbL9f,Still Dreaming,311,0.531,0.886,2,-6.771,0,0.000243,5.12e-05,0.164,0.349,140.464,220000,4,positive,3
156,4UoBK4F9LitEohx0qZ49PI,Dance Reaction,Metro Area,0.809,0.518,4,-8.891,0,0.0102,0.859,0.082,0.819,118.996,370949,4,positive,3
157,2XgC9WqnpXuHL3E1JMv0aC,Wolf,Veruca Salt,0.504,0.644,4,-8.022,1,0.0165,0.00309,0.123,0.58,73.575,259200,4,positive,3
158,0SZndvaK6aa3FEE1QUHO7r,Soo Tall,Zion I,0.881,0.747,7,-6.901,1,0.0502,0.000449,0.0689,0.906,129.018,186987,4,positive,4
159,2p5Ig7yhmY3rdg08Ny4GJD,One Way Ticket,Carrie Underwood,0.606,0.874,5,-3.066,1,0.346,0.0,0.0614,0.95,156.01,236213,4,positive,1
160,25jyriEX0COgqFxTDErAqu,Three Portraits,Yppah,0.482,0.855,2,-4.797,1,0.00236,0.517,0.223,0.245,92.97,270967,4,positive,1
161,3OMnmTUmu2Ezp1XoUsFeIG,Red Eyes,Switchfoot,0.414,0.738,2,-5.821,1,0.0683,4.16e-05,0.0544,0.0873,154.019,289733,4,positive,3
162,09oZXunRcHWgNc4jYxDeue,Tantas cosas que contar,La Oreja de Van Gogh,0.27,0.638,11,-7.238,1,0.392,0.0,0.139,0.334,205.956,233133,4,positive,1
163,31RsMe7b51idEMkSEtVWiv,Bullets Included No Thought Required,Ignite,0.37,0.897,2,-4.271,0,0.000148,8.38e-06,0.0405,0.522,96.195,184267,4,positive,2
164,0aL9YoRFGR2bHi5SIPoQvJ,God Is Real,India.Arie,0.608,0.551,6,-12.61,0,0.429,4.24e-05,0.348,0.622,93.111,258267,4,positive,5
165,3sc67qTQ9UbyPDFuicomEi,Other Side of Things,311,0.641,0.894,11,-5.867,1,0.000144,0.000205,0.0327,0.701,95.27,186027,4,positive,1
166,0Ny7qepIetiPBENBaIAEp9,Ну и пусть!,Lumen,0.301,0.907,5,-6.899,1,0.00118,0.0321,0.356,0.919,170.945,131187,4,positive,1
167,5OOckN7M7qMc6mG8t8xudy,Stadium Parking Lot,Apollo 440,0.505,0.982,7,-3.437,1,0.000446,0.0982,0.159,0.382,96.009,231307,4,positive,1
168,4HQc4cH4lrKWGupdR0CPBk,Hush,Afroman,0.916,0.408,5,-8.92,0,0.0937,0.0,0.285,0.513,99.897,279960,4,positive,1
169,0okXMh7MU3e746O1pOBmXA,A Community Service Announcement,Jonathan Boulet,0.596,0.877,4,-5.423,1,0.479,2.57e-05,0.0764,0.572,110.034,262760,4,positive,3
170,7isABNvj9BvoOuI8mDUwFj,Dumb,The Beautiful South,0.526,0.704,7,-5.48,1,0.197,0.00112,0.175,0.408,113.189,225533,3,positive,2
171,0pXDbB7FSMQd3esknkQ3Op,Bad Before Good,Day One,0.562,0.675,9,-6.181,1,0.00148,3.85e-05,0.734,0.649,87.955,230800,4,positive,2
172,42JzpG5HvpaRLprXPWkEom,Family First,Looptroop Rockers,0.737,0.794,10,-8.241,0,0.00495,0.00014,0.0978,0.504,113.034,164627,4,positive,1
173,65O2sr1w4E2M2R9yLtMscH,The Seeds,The Roots,0.45,0.513,9,-5.262,1,0.202,0.0,0.134,0.269,144.393,236095,4,positive,2
174,5ioF8YCOOb9bvZeGwHrqBf,Eyes Peeled,Half-Handed Cloud,0.709,0.225,7,-10.265,0,0.515,0.0,0.151,0.179,109.716,94573,4,positive,1
175,55EV95DP5HhHnBjo6UJraV,No Worries,McFly,0.304,0.863,10,-5.15,1,0.0141,0.0,0.122,0.709,80.048,251600,4,positive,8
176,0W9jtMDjccn7Tk1YidLCut,Divine,Supreme Beings of Leisure,0.741,0.883,0,-6.556,1,0.0207,0.024,0.0931,0.962,119.985,266067,4,positive,2
177,6P6PwoZNACtrkTsIZV8XS8,Bound for Glory,Tedeschi Trucks Band,0.483,0.573,7,-8.85,1,0.329,0.00284,0.0865,0.512,90.742,328853,4,positive,3
178,1dCFraFckMooZXoRp8NUaU,Урманга,Lumen,0.395,0.934,7,-7.522,1,1.05e-05,0.25,0.382,0.854,88.812,168542,4,positive,2
179,74zCfEZQuaucePwMyfmukT,Rain Or Shine,Evidence,0.514,0.857,10,-5.621,0,0.401,0.0,0.309,0.79,176.225,203867,4,positive,2
180,4vHgUSliGgai618ZeICkJy,Gratitude,India.Arie,0.506,0.117,6,-13.014,0,0.909,0.000493,0.143,0.118,121.957,65133,1,positive,4
181,1Hr9Zktx7KclH0RSvxnw1u,225,New Model Army,0.568,0.875,7,-11.244,1,0.00172,0.00146,0.379,0.391,112.383,287333,3,positive,1
182,4WqsrF7TJMNcXpALt6amw6,Aamun Kuiskaus,Stella,0.524,0.842,2,-4.444,0,0.0336,1.82e-05,0.0912,0.407,126.241,235107,4,positive,3
183,5ilQ6xjKxxGDTrQQNDp6Tw,Now I Know You Could Never Be the One,The Meeting Places,0.394,0.764,11,-4.581,0,0.0299,0.885,0.148,0.457,106.612,242067,4,positive,2
184,3DUBhiM44zetJNERX0n8Nk,Gimme Twice,The Concept,0.409,0.951,11,-3.487,1,0.000306,8.11e-06,0.314,0.523,155.967,204227,4,positive,1
185,791vQNmMgJTC5sXpaNVg51,Out the Window With the Window,Tunng,0.644,0.294,0,-15.544,1,0.775,0.567,0.145,0.516,145.029,200253,4,positive,2
186,0m3nKp8aiLF8VPt70kIhoD,No Control,311,0.746,0.708,8,-6.924,1,0.0368,0.0,0.549,0.735,100.068,188867,4,positive,2
187,2cjUhNVT5QCOva02FJQmGL,Sugar Rush,A*Teens,0.643,0.931,6,-3.99,1,0.103,2.6e-05,0.33,0.887,100.008,183587,4,positive,3
188,0jJSIuK4FbK3yisVwGGMus,So Good Today,Ben Westbeech,0.646,0.819,9,-5.136,1,0.163,0.0403,0.138,0.911,125.238,200147,4,positive,2
189,1Qs77dLaY9W0nJ3vq4VGCM,Running,311,0.623,0.767,2,-7.96,1,0.0617,0.0,0.0889,0.369,91.058,223267,4,positive,3
190,2LGnkBpVAYDnTA8RM2SysV,Realisation,The View,0.558,0.594,11,-4.502,0,0.145,0.0,0.369,0.702,165.18,221693,4,positive,2
191,4oxNuPNxMm2gLq2uPZLzol,It's All Good,Will Smith,0.859,0.722,10,-7.448,0,0.269,0.0,0.342,0.707,99.107,244600,4,positive,3
192,3IZ9g7Em2BAsm4EPxjuPTt,Loyalty,Blue Scholars,0.462,0.714,1,-5.99,1,0.0868,0.0,0.363,0.335,82.008,237267,4,positive,4
193,0t2x55n0luPr3rflHQfFSq,It's Getting OK Now,311,0.393,0.978,9,-5.379,1,1.63e-05,0.000296,0.332,0.45,168.39,184853,4,positive,1
194,7wZm9nW5fpavAQDIrNxBT1,Rise Up,U2,0.566,0.575,2,-13.06,1,0.000122,0.686,0.33,0.362,114.432,248030,4,positive,2
195,1IJFV3ipqlOlzHa0T81waL,Come Alive,Planet Funk,0.607,0.815,4,-7.398,0,0.00076,0.113,0.254,0.76,126.028,256267,4,positive,4
196,0iU3XzAfug41I7BEVIXspR,Dance For Me,Mary J. Blige,0.71,0.812,4,-7.834,0,0.0108,0.0,0.103,0.818,90.946,287107,4,positive,2
197,1EsqRR1ayGZwwPGvZlKTXo,Yo Trippin',Anastacia,0.768,0.808,10,-5.865,0,0.0324,0.0,0.941,0.74,113.053,214693,4,positive,1
198,3n1K8XK7UsUVgx0gOUwmn7,Song of Silence,Jazzamor,0.766,0.506,0,-11.432,0,0.323,0.457,0.153,0.549,140.048,249640,4,positive,1
199,1I97mNpMeCXjN4QdskXluE,Wir Sind Das Licht,Die Apokalyptischen Reiter,0.479,0.971,8,-1.987,1,2.4e-05,0.000901,0.315,0.639,119.97,183200,4,positive,1
200,2JFOi1m1TO2E6lRnPQTVug,8:16 A.M.,311,0.736,0.608,9,-11.989,1,0.0229,2.01e-05,0.269,0.577,100.576,223667,4,positive,1
201,0sDUFggGoxjSsYC6ffgMGL,Dear Daughter,Halestorm,0.348,0.362,2,-9.669,1,0.642,7.67e-05,0.093,0.238,84.204,286080,4,positive,1
202,0nxN98SjGzY1ZP8hkN5Wec,I Could Have Stood You Up,Keith Richards,0.488,0.942,10,-3.334,0,0.269,0.000238,0.077,0.836,157.569,193160,4,positive,1
203,022FTlYiqwG8OCwP6o7YM3,I Hope,Rebecca Ferguson,0.673,0.803,11,-5.244,0,0.0881,2.58e-05,0.18,0.507,102.017,241053,4,positive,1
204,7xHFMBUDKT11d7SQegBoen,Destin,Céline Dion,0.665,0.782,7,-5.851,1,0.115,0.00011,0.0885,0.718,130.198,253760,4,positive,2
205,3GG0DlJ4JygrXoFsHXc4Pf,Good To Me,Inara George,0.663,0.522,2,-5.708,1,0.301,0.0,0.0778,0.511,111.477,170373,4,positive,3
206,16DEoLSrPUXFLwyLETM3N3,Call it Up,Nizlopi,0.637,0.637,9,-5.402,1,0.144,0.0,0.146,0.81,107.971,216427,4,positive,1
207,7pMLqF1vRvc0LUjcIhyr11,Lasdehnen,The Retuses,0.381,0.476,5,-9.322,1,0.937,0.141,0.0792,0.473,197.387,154384,3,positive,4
208,0DUr69I1d5g7dt6sdAhfHv,How Long's a Tear Take to Dry?,The Beautiful South,0.642,0.86,4,-5.192,1,0.276,9.61e-05,0.35,0.623,104.333,275760,4,positive,1
209,2mFITq6lBmnSPIXobeo8EM,I Can Walk in Your Mind,The Servant,0.553,0.897,10,-4.78,1,0.015,0.000173,0.233,0.643,109.956,222413,4,positive,2
210,2z5HwZKVAYCR7NthS4XFjr,Grey Streets,Felt,0.347,0.833,7,-9.056,1,0.144,0.562,0.353,0.757,162.952,228213,4,positive,3
211,1RVD8glw8Z8U0KQb5UokzN,We Raise Our Hearts,Postiljonen,0.538,0.678,7,-7.984,1,0.0108,0.254,0.132,0.466,119.987,230587,4,positive,4
212,4PWYGljlNetdf9y6Dy9xVo,Love Rage On,Nizlopi,0.734,0.683,5,-4.913,1,0.367,0.0,0.254,0.778,118.015,193147,4,positive,1
213,2qtWcuPPRUtXMGvs4HY1mP,Goodbye Johnny,Electrocute,0.607,0.593,4,-5.193,0,0.532,0.601,0.103,0.589,157.281,204667,4,positive,4
214,742vLElq3C8y7k8W1hqce1,Beatnik,The Clean,0.548,0.857,0,-10.136,1,0.11,0.105,0.0732,0.886,79.238,117067,4,positive,1
215,15pI474vmLftBU7FV8LZF7,El Autentico,Ska-P,0.691,0.945,5,-6.625,1,0.132,0.0,0.318,0.662,104.984,220547,4,positive,1
216,2utyoc5plxv0zVFLpoZh7l,Here With Me,Plumb,0.564,0.507,1,-8.842,0,0.00629,0.00193,0.0817,0.108,110.358,246107,4,positive,6
217,0TqBBrdwai3zdM90Tmyt8J,All I Wanna Do Is Make Love To You,Halestorm,0.523,0.793,7,-5.491,1,0.0162,0.0,0.0967,0.33,94.957,302413,4,positive,2
218,0l0o33nbUkxWG8tfU3Z2NL,Nothing To Lose,Zebrahead,0.386,0.99,6,-2.253,1,0.0114,0.0,0.306,0.366,184.904,233634,4,positive,1
219,7McHYESQ9lwewlnvdKDgoj,Onnenpäivänen,Anna Järvinen,0.647,0.462,9,-10.571,1,0.808,5.23e-06,0.112,0.387,119.721,217960,4,positive,4
220,4U5pHHkjDW6smXnnEt7Umx,Mascara,Killing Heidi,0.414,0.899,2,-4.489,1,0.019,0.0,0.372,0.637,133.917,290960,4,positive,3
221,5zTYW9uHwFK8diJhJ2RWsx,Goldilocks,Beady Belle,0.906,0.356,0,-12.504,1,0.504,0.00526,0.118,0.589,113.018,291427,4,positive,5
222,7AuE4zORusC15XBHaGAooV,Till the End of the Day,Big Star,0.512,0.87,2,-5.809,0,0.0205,0.0,0.351,0.711,144.484,133467,4,positive,3
223,3h3dGAjw5zoO97Paz0ifcn,Moonshine,Paul Weller,0.451,0.908,4,-4.145,1,7.28e-05,0.00166,0.373,0.651,140.047,128893,4,positive,2
224,5LV9dlnGFxWip7hdmwIcun,"thousand miles (interlude), a",Vanessa Carlton,0.559,0.706,11,-6.133,1,0.336,1.1e-05,0.127,0.362,94.92,236200,4,positive,2
225,39n4poTJ7gi6xkWudmnnDn,Today Is Okay,Mark Knopfler,0.776,0.533,11,-10.719,0,0.44,0.0725,0.101,0.654,119.034,285040,4,positive,3
226,5rDsNAzc1Dsjqb1GvH5DkF,Saudade da Bahia,Dorival Caymmi,0.546,0.592,4,-8.812,0,0.619,0.0,0.343,0.78,88.248,171880,4,positive,2
227,7wKXNgfB3JPiBG2XQxd3aG,В Супермаркете,Каста,0.469,0.798,8,-8.953,1,0.293,0.0,0.836,0.639,83.557,272320,1,positive,2
228,1r6Yb75A73OlFfaijWnVI3,Brand New Friend,Lloyd Cole and The Commotions,0.764,0.52,2,-13.399,1,0.174,0.00695,0.0454,0.754,125.213,292507,4,positive,2
229,3R5qlqbO9iCFGH0PPMtV8l,Cocoon,Guster,0.64,0.593,2,-10.202,0,0.132,0.0,0.168,0.689,126.716,219267,4,positive,2
230,2XQbFyX40TefLyKMfAJMew,Leatherman,Pearl Jam,0.459,0.974,0,-7.273,1,0.000293,1.38e-06,0.336,0.419,135.859,151107,4,positive,1
231,2ZBPR7BAWfjXL1AK80vyAQ,Go to Mexico,Cassandra Wilson,0.681,0.872,1,-8.742,1,0.237,0.0805,0.217,0.577,94.887,254800,4,positive,3
232,0K3PRZFyz9MQ04ANNYZh0a,Vacetious Blooms,Neotropic,0.562,0.842,0,-6.572,1,0.105,0.953,0.303,0.798,137.971,270867,4,positive,2
233,7KWqyi5Utg5VlifmujE3pL,Fade to Grey,Jars of Clay,0.569,0.924,0,-7.167,0,0.00273,7.22e-06,0.0984,0.574,121.925,214493,4,positive,4
234,5lnnBCTFXgjP2Px2SG5oYZ,Calm Inside the Storm,Cyndi Lauper,0.54,0.753,1,-9.15,1,0.252,0.00221,0.122,0.648,207.912,234880,4,positive,2
235,0yMbYrJz14MqWJ9gMpO3jH,Take it Back,Beats and Styles,0.702,0.839,0,-5.308,1,0.00328,6.1e-06,0.111,0.497,120.062,222027,4,positive,2
236,1mpSmPwWONa4LFdvpzcM7S,The Whole World And You,Tally Hall,0.78,0.472,5,-9.117,1,0.862,0.0,0.388,0.789,97.932,104760,4,positive,3
237,1aE6eXDmeZA9XQsQLuXsSE,Despedida,Julieta Venegas,0.592,0.716,9,-5.41,0,0.15,0.0,0.295,0.689,149.97,203573,4,positive,1
238,1fwLP1AzHKaxAnulaayUpl,Beautiful Scars,Madonna,0.745,0.579,0,-6.761,1,0.0398,3.55e-05,0.169,0.549,112.052,259013,4,positive,2
239,7xvuQRPWNO3JjFKXS1kkuq,Ленинградский рок-н-ролл,Браво,0.495,0.783,2,-8.761,1,0.337,0.00607,0.108,0.755,95.631,221867,4,positive,1
240,0BGx1ZyrjFKniTcVCNoUmo,Agony,James LaBrie,0.503,0.983,4,-4.943,1,1.41e-05,0.00775,0.273,0.231,115.041,261987,4,positive,1
241,26D5mLklBxduCJmGZ210Rf,Good Morning Starshine,Strawberry Alarm Clock,0.542,0.487,0,-14.44,1,0.776,0.0,0.354,0.609,122.012,143800,4,positive,4
242,5sra5UY6sD658OabHL3QtI,Empire State of Mind,Alicia Keys,0.484,0.368,6,-7.784,1,0.74,3.82e-05,0.118,0.142,92.923,216480,4,positive,1
243,5AVPiOi3De9WVR8ExWdyh3,Music Is Worth Living For,Andrew W.K.,0.464,0.994,2,-4.101,1,0.000857,4.69e-05,0.268,0.446,163.956,262693,4,positive,1
244,1uBd1S93IrCWJuWdWoJCS0,Asuntos serios,El Puchero del Hortelano,0.759,0.864,11,-4.657,0,0.383,4.17e-06,0.113,0.898,137.037,240853,4,positive,1
245,3YEyy2YmuEc7ADtwjIMQ62,Pracuj Albo Głoduj,T.Love,0.842,0.577,0,-5.391,1,0.0336,0.000375,0.0336,0.865,128.039,221027,4,positive,1
246,13i5XpzqdQ5KTIKatuIVoa,The Sailor Song,Toy-Box,0.624,0.999,10,-2.794,0,0.0059,0.00296,0.416,0.89,139.028,185267,4,positive,2
247,2B1yGnTI9RhJOixdrziGS2,Heimatmelodie,Auletta,0.165,0.899,10,-3.78,1,0.013,0.000126,0.0993,0.581,195.322,248880,4,positive,1
248,3otKyui9g9WnMyxS5tlLDJ,Nosebleed,Illinois,0.632,0.803,0,-4.942,1,0.452,0.808,0.137,0.566,94.971,166320,4,positive,3
249,7yUaycNAlvQ2I6QG8m2fS4,Mr E's Beautiful Blues,Eels,0.662,0.682,7,-7.833,1,0.178,0.000232,0.335,0.624,114.067,239240,4,positive,4
250,1BucXUoWVYUDGTGXe8K3IS,One Night Away,Delays,0.471,0.825,9,-5.49,1,0.0263,7.47e-06,0.14,0.466,126.948,186147,4,positive,2
251,2dx6B6jS2Xuubqxrm3wlD7,Friends,Bobby McFerrin,0.696,0.385,5,-14.541,1,0.392,0.072,0.108,0.512,96.451,268200,4,positive,3
252,2PWDp4Wl4mPxd35hjdDJhq,tu cafe,N.O.H.A.,0.8,0.815,10,-6.974,0,0.279,0.286,0.11,0.963,139.977,202290,4,positive,3
253,0evyGc4GZvXCeoQOevGtbU,O! Nie rób tyle hałasu,Maanam,0.286,0.944,7,-5.086,1,0.00385,0.0228,0.0573,0.825,182.12,214427,4,positive,2
254,3KrcNuq59fFwsx1gmvq8qK,Lovers In Captivity,Ima Robot,0.623,0.579,9,-5.175,1,0.0115,0.000163,0.048,0.604,177.957,304613,4,positive,4
255,0zvlZCRmPZ1gMiVxgk1D1j,Хмель и солод,Юта,0.691,0.93,11,-3.772,0,0.00546,0.0,0.16,0.937,124.989,229797,4,positive,1
256,3cd4R4VMgWpXkMJGJp4cIj,Tin Drums,Brainstorm,0.328,0.751,4,-5.109,0,0.0236,0.0207,0.227,0.327,136.764,224293,4,positive,1
257,7r3kZ0oGMFitEVpXLHcdYA,Dismantled King Is Off the Throne,Felt,0.323,0.812,4,-5.308,0,0.00136,0.446,0.0692,0.549,149.09,170533,4,positive,1
258,0XHjsX4eJyCAvrMG3yHrU3,Somedays,Matt Wertz,0.548,0.864,9,-4.174,1,0.151,0.0,0.163,0.572,113.942,165707,4,positive,1
259,7eGOIz6eF3Sqyevki7GYBg,Нет Сомнений,7раса,0.383,0.859,9,-5.408,1,0.00291,0.0491,0.203,0.709,114.486,235027,4,positive,1
260,1QIAyEZ0P4DDNROVNI33Zx,зимнее солнце,Tequilajazzz,0.546,0.866,4,-5.758,0,0.00727,3.11e-05,0.12,0.671,100.017,202707,4,positive,1
261,6bc8HCkcO2wA9KyqM1uLGp,Breathe,Roxette,0.525,0.778,0,-5.132,1,0.0293,0.00068,0.198,0.658,169.681,273200,4,positive,3
262,5Rw8qpcPkThjuNbnHNx1wL,Wishin' and Hopin',Dionne Warwick,0.774,0.333,0,-8.285,1,0.378,0.0,0.11,0.646,105.044,178000,4,positive,4
263,27D4XOkMf1hnVH38Tg4rLQ,Gon Be Okay,Lil B,0.448,0.681,0,-7.142,1,0.802,1.02e-05,0.363,0.465,80.195,143566,4,positive,1
264,4xd2Qn78AeaA9FLnAS3J6S,Babylonsjukan,Helt Off,0.687,0.623,11,-8.607,1,0.107,0.0,0.0705,0.753,81.936,229960,4,positive,3
265,2qeFnvPUj7e2TeYE158daa,Fix This,The Colourist,0.672,0.78,0,-6.802,1,0.084,0.000103,0.33,0.193,125.994,219040,4,positive,1
266,53jfCLATVG8sMvLGHDsj3t,Stand In Veneration,Falconer,0.222,0.787,2,-3.907,0,0.0153,0.000643,0.287,0.53,171.93,213400,3,positive,2
267,6BG7rriq2ytOkiCwEsTlkK,Тихий Огонек,Високосный год,0.629,0.945,11,-4.312,0,0.0457,8.08e-05,0.946,0.526,117.215,267280,4,positive,3
268,0Io2YA7ve8kbjn8uUedfUF,Skąd ja cię mam,Sistars,0.664,0.637,2,-6.125,0,0.0945,0.0257,0.053,0.77,92.016,225467,4,positive,1
269,3dV42xSB7JYqvYdmP3Bolo,Love Walked In,Chet Baker,0.461,0.264,3,-11.333,1,0.981,0.543,0.246,0.332,96.412,176160,4,positive,1
270,2qrGtkrljKdU9LAUS0ZLEn,Пуля,Jane Air,0.562,0.855,7,-5.476,1,0.000401,0.000522,0.059,0.475,105.997,189640,4,positive,1
271,7sYMSG0CNrwgsPHViZwKC1,In This Scene You're Just An Extra,Search The City,0.424,0.899,3,-4.137,1,0.00811,0.0,0.279,0.523,169.014,195747,4,positive,1
272,2Z1X3XvQhsaOysMOKJ0CLf,Safe In L.A.,Gold Motel,0.556,0.894,2,-5.7,1,0.0324,0.000431,0.854,0.936,174.036,186617,4,positive,2
273,3Y5q9wzGttSBUJdsy7OoPL,Resurrección,Amaral,0.54,0.857,0,-2.302,0,0.0378,0.0,0.405,0.581,136.801,174880,4,positive,3
274,01ggjiqyHiEvnkje2gymux,Living in limbo,Jane Birkin,0.72,0.492,7,-7.597,0,0.272,0.0415,0.106,0.447,118.225,259533,4,positive,4
275,2Ug88evSRaU3XIIG024vqk,Keep On Going,Vivian Green,0.664,0.727,8,-6.996,0,0.0467,9.51e-05,0.0874,0.658,92.021,367693,4,positive,4
276,7MKclNpLLsABvCNXiZ5ivX,Flickermood,Forss,0.713,0.524,2,-7.97,1,0.0239,0.746,0.0408,0.684,148.12,213840,4,positive,2
277,1uceJxtyFj3NnsVsZig5Ln,The Secret Ocean,of Montreal,0.319,0.525,10,-7.656,1,0.781,0.0,0.227,0.491,147.637,183600,4,positive,2
278,2hxXX8QCUROWMBp5jW1we0,У Тебя Есть Всё,SunSay,0.561,0.728,2,-4.711,1,0.0132,0.0,0.142,0.832,175.902,187760,4,positive,2
279,6YyNWpAXWn4umPQpT4LpGg,Floden,Bjørn Eidsvåg,0.403,0.464,11,-9.526,0,0.4,0.0147,0.159,0.26,103.422,264307,4,positive,3
280,0S1i2brfN8OPBJYqWJUFah,Gobi Todic,Farin Urlaub Racing Team,0.605,0.969,8,-3.862,1,0.00169,0.000497,0.0939,0.805,106.437,152813,4,positive,1
281,1MZ6X6LSRdxqBlAls4JlGE,Houston Is Hot Tonight,Iggy Pop,0.523,0.848,6,-8.008,0,0.000671,0.000691,0.276,0.62,121.117,212067,4,positive,1
282,1tmPNAnr5ZPIL9YigjSpIa,City of Hope,Journey,0.521,0.957,4,-4.114,1,0.00058,0.0,0.36,0.485,101.975,362373,4,positive,2
283,6nWj90B8wm0ufxkQcdmkfP,Time of Your Life,Chicane,0.208,0.0289,1,-22.158,1,0.994,0.913,0.121,0.0395,58.764,163562,4,positive,6
284,4CQfDj3KWlAde8q0b2Tubl,Feelin' Fine,Ultrabeat,0.632,0.775,2,-9.572,1,0.019,3.16e-05,0.141,0.403,142.009,415573,4,positive,3
285,71kDgL9Ryhk8dqqWZz93xB,Girotondo,Fabrizio De André,0.793,0.335,2,-11.075,1,0.829,0.0,0.559,0.9,121.777,186520,4,positive,2
286,3GWlr8zONmmWZogd59ilpy,Spring Vacation,The Beach Boys,0.568,0.647,1,-7.262,1,0.176,0.0,0.0451,0.582,77.975,184587,4,positive,6
287,2Bo2dPwebBPwEYq9XuFM1j,Hello Mr. Sun,Joe Brooks,0.387,0.346,2,-9.296,1,0.534,0.0,0.0926,0.277,89.931,197693,4,positive,2
288,2vpF2m4CiOYxjjDRujbmDT,Милая,SunSay,0.335,0.644,2,-6.755,0,0.0133,2.34e-05,0.189,0.164,95.977,273627,4,positive,2
289,0R2yQJOFsKqS0SsgPdWqtP,G.R.I.N.D. (Get Ready It's a New Day),Asher Roth,0.673,0.84,0,-4.81,1,0.0214,0.00259,0.321,0.398,123.077,218880,4,positive,1
290,6CvqhAWLAvgKKUYTXH8Wkw,The Wilderness,Lil B,0.381,0.808,9,-5.77,1,0.356,0.0,0.245,0.499,75.794,209537,4,positive,1
291,5DtoUXb79Y39yZV0O1l15v,What If,Esmée Denters,0.445,0.894,2,-3.036,1,0.0527,1.86e-06,0.0904,0.495,77.112,221520,4,positive,2
292,23JDSYS2HwaUVvsHladNaH,Esta noche,Amaral,0.572,0.486,4,-8.06,1,0.0813,0.00647,0.195,0.334,99.96,222080,4,positive,2
293,4k3fXPpAoNBORbuzK6dSdM,Sunday Morning,Brainstorm,0.504,0.645,7,-7.489,1,0.323,0.000561,0.293,0.181,127.954,221733,4,positive,1
294,60IBc10mJx2Ff46EcqtXAK,Raz dwa raz dwa,Maanam,0.525,0.515,6,-18.298,0,0.00352,0.0263,0.078,0.932,133.082,123560,4,positive,1
295,3ZBQF120Q0Kv9Yv80Mxeil,Sweet Little Lies,Michael Franti & Spearhead,0.651,0.632,7,-6.458,1,0.0427,0.00505,0.12,0.779,153.982,283667,4,positive,2
296,5Ny7D44VTfHWVToSOFIFLI,storia,Kalafina,0.537,0.56,7,-6.547,1,0.109,3.48e-06,0.245,0.378,110.98,217267,3,positive,2
297,3sMxAxOb5WJvJpiQREdiOG,Trotzdem,Farin Urlaub Racing Team,0.441,0.992,0,-3.531,0,0.000208,0.0,0.299,0.583,216.149,138453,4,positive,2
298,4upK9OgMepvBFEGD8CDE9A,I Love You,Lil B,0.462,0.371,10,-11.201,1,0.503,0.0,0.135,0.255,139.637,132952,4,positive,2
299,29R4snqX4fIMxCzUCmVqRs,Taunta (Sammy's Tune),Mountain,0.388,0.0335,0,-23.619,0,0.652,0.92,0.244,0.415,122.239,60200,4,positive,1
300,2xar08Fq5xra2KKZs5Bw9j,Ive got a woman,Ray Charles,0.556,0.61,9,-4.729,1,0.833,2.22e-06,0.258,0.665,199.373,171467,4,positive,12
301,7Dtq4Wk8WzOjbkoYb46Dax,King's Vengeance,Thin Lizzy,0.529,0.666,2,-12.866,1,0.354,0.0124,0.105,0.416,119.144,248733,4,positive,2
302,3vBQKlQIql3ACIW9wCwt1w,Looking for Love,Janet Jackson,0.431,0.181,3,-21.438,0,0.242,0.927,0.0927,0.209,163.771,89267,4,positive,4
303,6wZJB8uWJVxIxzxpwInsHc,Alive,Sherwood,0.532,0.854,9,-5.37,1,0.0363,0.0,0.135,0.466,152.939,221784,4,positive,1
304,6IrImi8dB1UaCMC4o2p2Em,A Garland of Stars,Bluetech,0.531,0.463,11,-13.817,1,0.982,0.915,0.115,0.894,176.005,185453,3,positive,3
305,3tBQVVG25MAD11VuMLXR5L,Only Our Hearts,Paul McCartney,0.376,0.313,5,-9.483,1,0.847,9.23e-05,0.0992,0.172,68.568,261067,4,positive,4
306,5QT2flv8khPLbHswRto0AX,Come back home,Netsky,0.505,0.94,1,-4.18,0,0.000208,0.407,0.0814,0.2,175.022,359349,4,positive,1
307,3kUJ9u148oaHwdKFT45qb3,Run,Epik High,0.605,0.928,9,-5.056,1,0.0699,2.23e-06,0.103,0.563,79.983,210387,4,positive,4
308,7kArEhm5sKzm5Gr7Ka7wcw,One Time,Jill Scott,0.85,0.391,10,-9.469,1,0.00956,2.91e-06,0.0881,0.46,88.009,235600,4,positive,2
309,6wzbWsPbfIR0nBjSqdbV7m,Call Me {Theme from American Gigolo},Blondie,0.594,0.799,2,-7.938,1,0.0168,0.00231,0.085,0.672,143.047,486933,4,positive,2
310,5OEB8SnMSmpSvq5nzGNLBR,Turn in Difference,Keller Williams,0.442,0.599,7,-10.641,1,0.269,0.00865,0.0839,0.657,143.881,204093,3,positive,2
311,6tD8qu1T7vXt5r6Gins65a,Legalize,Jane Air,0.541,0.745,1,-7.157,0,0.000426,0.00609,0.362,0.622,148.071,257919,4,positive,1
312,1GehkCA4Cj4HXCBCEgmp9g,Puzzle,Looptroop Rockers,0.55,0.644,11,-11.671,0,0.121,0.0,0.336,0.304,96.049,307853,4,positive,1
