,id,title,artist,danceability,energy,key,loudness,modal,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sentiments,no_of_tags
313,1mS95GjtVbZM0rIDjsOVW3,Young Gifted and Black,Bob & Marcia,0.642,0.521,0,-7.53,1,0.286,1.74e-05,0.275,0.955,116.381,186813,4,positive,1
314,5XxxMy8BAdFurg3lVHOCd0,Pirate Radio,The Toasters,0.595,0.709,7,-9.285,1,0.00144,0.0,0.242,0.925,143.073,230907,4,positive,1
315,11oixM8WUjQc48wBeqbLin,Baby I Love Your Way,Irene,0.338,0.606,2,-4.409,1,0.093,0.000528,0.102,0.787,136.423,133893,4,positive,4
316,5hBQzpIVTuImm4uQCs84kB,Who Needs Love Like That,Erasure,0.781,0.777,8,-11.778,1,0.167,0.00349,0.0366,0.975,120.53,197760,4,positive,4
317,6eGWmSLmawDix8VURMPB6w,The Sun,Mr. Lif,0.707,0.816,1,-4.719,1,0.0135,0.0,0.176,0.442,86.946,220973,4,positive,3
318,5cfyheAkmqThtjovwfQnD4,Pasos de gigantes,Bacilos,0.705,0.666,11,-5.338,1,0.288,0.0,0.0804,0.944,171.503,235893,4,positive,2
319,1epIqEDjY89RnKfqiQ5Q6s,Cool As A Rule,Acoustic Alchemy,0.706,0.863,5,-6.741,1,0.527,0.746,0.0837,0.812,99.921,228560,3,positive,1
320,6ED2c6w7Y7wvqCOQjQbqbD,Smile,Onelinedrawing,0.632,0.764,0,-6.57,1,0.188,0.0,0.254,0.896,143.063,204533,4,positive,1
321,0lCj03FXDWpXu6smlujEey,I Am,Killing Heidi,0.503,0.953,10,-2.48,1,0.0168,9.6e-06,0.172,0.717,93.022,207573,4,positive,2
322,31FX7qEOsPs6jwEUrl4LsG,Smother + Evil = Hurt,The Kissaway Trail,0.54,0.734,0,-6.336,1,0.0015,0.0,0.267,0.358,117.04,211080,4,positive,4
323,5RUl2R5ZfqmgC7MKRH4BGX,Everybody Needs Love,Jennifer Hudson,0.677,0.665,6,-4.185,1,0.0113,0.0,0.111,0.8,125.941,194013,4,positive,1
324,77dZJZVxG9HWhR8xsVExmT,Inside Your Head,Eberg,0.679,0.702,1,-9.048,0,0.0466,0.0346,0.0937,0.37,124.042,237000,4,positive,6
325,3w6USSa8JTYJ8gXgqL5rys,The Sweetest Thing,JJ Grey & Mofro,0.609,0.568,5,-7.925,1,0.111,0.000419,0.351,0.462,103.566,268227,4,positive,4
326,5ROfkus9K9qYPeDbxuvKjk,Rondell zwei,Pole,0.698,0.384,4,-18.704,0,0.465,0.666,0.37,0.174,188.141,421360,4,positive,2
327,2L29svVPKcRBHwjzHFOn2P,The Private Life of Bill and Sue,The Beach Boys,0.792,0.566,3,-8.14,1,0.303,0.0,0.114,0.791,115.067,256587,4,positive,5
328,1Y3ebEAUNV95CIqYNhc5El,A Decir,Che Sudaka,0.737,0.881,6,-6.619,0,0.0291,0.0,0.0468,0.916,166.881,151453,4,positive,2
329,3MJ3HcqhXuCUcMqzhE6TJr,Wyrzuć ten gniew,Kasia Kowalska,0.605,0.789,4,-10.875,1,0.00825,6.19e-05,0.947,0.545,94.936,315796,4,positive,5
330,5mHzOLyfhtWYvwcnHFjXSV,Только бы ты на меня посмотрела,Brainstorm,0.626,0.775,11,-3.653,0,0.00284,1.67e-06,0.328,0.599,136.938,223560,4,positive,2
331,4H3gYzFgBrlxpmHhihzg80,Śnieżka,Kombajn Do Zbierania Kur Po Wioskach,0.777,0.856,11,-3.892,0,0.32,6.84e-05,0.0371,0.912,116.134,194800,4,positive,1
332,7rxHFs1dAinjI9TlcetWsj,Around The World,MONKEY MAJIK,0.632,0.898,11,-3.813,0,0.00767,0.0,0.346,0.932,97.012,221840,4,positive,2
333,3xcHKCWNiTbqb53EEqwOBo,Banana Bacana,Mariana Aydar,0.467,0.524,9,-7.184,1,0.768,0.00753,0.658,0.443,159.824,245787,4,positive,2
334,3G4Np7mV4rnplFw8wKKmdW,Февраль,Alai Oli,0.906,0.403,9,-7.712,1,0.478,0.0,0.101,0.762,130.023,307013,4,positive,1
335,0igV1O3EeBWrigd8jbGbAd,Keep It Coming,Swayzak,0.685,0.79,0,-7.865,1,7.37e-05,0.898,0.0882,0.68,128.993,314587,4,positive,1
336,5ufLtuG8aUVtDzvYb6BUpk,Greed,Yoav,0.816,0.588,0,-5.686,1,0.248,0.00644,0.0891,0.424,87.655,273613,4,positive,2
337,0iwY50OdI7oAtroHUw3e4G,Manju,E.S. Posthumus,0.585,0.514,1,-9.235,1,0.252,0.964,0.194,0.112,79.973,258080,4,positive,2
338,2Q9E7MS8k0BzIM9xZORAFj,Cowgirls,Luomo,0.778,0.448,5,-12.538,0,0.177,0.929,0.107,0.482,125.01,343667,4,positive,1
339,55TzaicixkSM6XT23JvIZA,Ya Lo Veía Venir,Moderatto,0.492,0.76,2,-6.388,1,0.0169,0.00087,0.201,0.642,166.018,224225,4,positive,1
340,70HvzyZvc9bUaPyVasnfWt,Prado,To Rococo Rot,0.573,0.397,4,-9.708,0,0.879,0.922,0.115,0.596,164.892,258022,4,positive,2
341,0RvDJSRcroJ27DqziWsTxZ,Scene Report,H2O,0.282,0.919,2,-6.556,1,0.000395,0.00137,0.096,0.518,143.976,138427,4,positive,1
342,08RnPHoZRQr6BuD92JRvkk,You Make Me Feel so Young,Rosemary Clooney,0.64,0.297,5,-9.299,1,0.813,0.0,0.249,0.513,115.998,172933,4,positive,3
343,24wNtuJ0GmqwQaCccI8aJc,Gone For Good,Everlast,0.552,0.855,9,-3.503,1,0.0132,0.0,0.127,0.358,150.623,193075,4,positive,3
344,3GokT0uHQrOobTFph1AMnf,Step Lightly,Ringo Starr,0.662,0.266,8,-18.025,1,0.189,2.05e-05,0.0708,0.555,121.179,197933,4,positive,5
345,3yKpty6AYuK7IKArzRmzAs,The Side Stepper,The Bamboos,0.78,0.817,9,-7.129,1,0.00923,0.00017,0.683,0.884,128.348,228947,4,positive,2
346,6evBjvkeNKb5etlDMfxPBl,"Whorehoppin' (Shit, Goddamn)",Eagles of Death Metal,0.511,0.868,0,-7.151,1,0.0106,0.00737,0.901,0.581,130.967,301647,4,positive,1
347,2PM7e5WvBWcUW8OH3Tb1qL,Una Festa Sui Prati,Adriano Celentano,0.495,0.718,9,-6.41,1,0.399,0.0,0.0873,0.699,131.565,197040,4,positive,2
348,0srWwPYlEIzRqLdlCPyg6D,Hold On To Love,Netsky,0.483,0.98,4,-3.57,1,0.000255,0.909,0.53,0.0398,174.021,308966,4,positive,1
349,2Edk4ViG60pS9jvDnvsQNN,Your Name,New Life Worship,0.402,0.744,11,-8.9,1,0.0216,0.0,0.834,0.35,150.045,370347,4,positive,2
350,4nDKI6OVv4OskMUKggNzP5,Sails Of Joy,Govi,0.862,0.515,9,-11.884,0,0.0731,0.0964,0.0818,0.872,109.96,329733,4,positive,2
351,0S7YSpHe37evPOx1PyGegT,Unicorn,Bel Canto,0.477,0.665,1,-12.474,1,0.32,0.156,0.115,0.121,121.981,320013,4,positive,5
352,05itWGis8TyDzTGLxCm0ZV,Take It (Radio Edit),Tom Novy,0.765,0.781,3,-4.322,0,0.132,0.00971,0.109,0.858,130.02,216840,4,positive,3
353,7jWIszxx1eHE3mv30n0Kpt,Country Comforts,Rod Stewart,0.524,0.561,0,-6.38,1,0.403,0.000129,0.09,0.356,104.642,362360,4,positive,1
354,4NFMhelR8a2vnv8iZasNU8,Nic O Mnie Nie Wiecie,Reni Jusis,0.699,0.913,0,-5.908,0,0.0131,0.0809,0.108,0.958,128.019,271720,4,positive,2
355,44OJl1d7Ntj4jFCDQv1HFD,Simple Things,Minnie Riperton,0.66,0.556,7,-12.698,0,0.173,0.000356,0.424,0.795,102.898,220693,4,positive,3
356,2h3QKo6tBYygQHxPzoJmvq,Let The Love Go On,Me & My,0.653,0.633,6,-9.673,0,0.186,4.73e-05,0.136,0.457,119.988,243000,4,positive,7
357,3XKah41iLnBH8LHyp7yAAA,Step One,The Suicide Machines,0.279,0.963,7,-3.56,1,0.123,9.17e-05,0.338,0.642,199.686,72600,4,positive,2
358,0IHcY9aZPOTSUnJosE2q1b,Positive Hardcore,Good Clean Fun,0.244,0.998,0,-2.751,1,0.0367,0.0,0.367,0.136,96.116,113413,4,positive,1
359,0q6JhKyVOuJqVu7H7nre8j,Проснись И Пой,Каста,0.729,0.877,10,-2.997,0,0.21,0.0,0.177,0.641,96.093,210173,4,positive,1
360,5SSBGMih1DB1EgXXjAHaVx,Joy,Newsboys,0.569,0.932,11,-5.307,1,0.0362,0.0,0.158,0.64,116.943,250533,4,positive,4
361,1m1Y2v41e76dcOZ1cHsDtf,The Beat Is Rockin' (Radio Edit),Erick E,0.708,0.761,10,-10.013,0,0.000493,0.793,0.0724,0.573,126.986,186933,4,positive,1
362,11LR6ZDWRuyjGqbu0C5IyG,Name of the Game (edit),The Crystal Method,0.52,0.945,10,-3.766,0,0.000163,0.61,0.0917,0.706,181.926,255267,4,positive,4
363,2Sdf9vcsAgo7cua1WtRmR3,The World's Not Falling Apart,Dar Williams,0.514,0.707,7,-5.338,1,0.0643,1.88e-05,0.112,0.395,109.173,264520,4,positive,3
364,4kT93YfPDkhVsKdXfu6ROq,Missing You,Club 8,0.575,0.869,4,-8.225,1,0.105,0.000436,0.149,0.861,132.969,157840,4,positive,2
365,0sczR0OFWOGd9U8tECZ47Z,Montréal,Ariane Moffatt,0.675,0.52,5,-10.069,1,0.504,0.251,0.0952,0.962,170.112,212760,4,positive,4
366,2w7glx883m3zfG25s6vdvo,Your Lover's Nerve,Mando Diao,0.348,0.773,4,-4.903,1,0.00045,0.0,0.0827,0.55,141.811,207187,4,positive,1
367,2rVavHilBn7Q6jsT3linAW,Spring Again,Biz Markie,0.822,0.747,6,-10.98,0,0.0245,0.000369,0.129,0.472,104.821,243867,4,positive,2
368,4VYoKRwJYrqm8n7A9G88yd,"Sunday, Lovely Sunday",Edson,0.581,0.646,0,-7.677,1,0.211,0.0,0.273,0.685,130.303,225293,4,positive,5
369,3WjdSOKN1Lb0hFB5M9vWIm,Szare,Koniec Świata,0.413,0.925,6,-4.687,1,0.0228,0.0,0.25,0.602,96.726,140920,4,positive,2
370,3TKu6N7lhuvG5yt59f8zu8,Beaches in Mind,The Beach Boys,0.816,0.708,9,-8.708,1,0.0905,0.000109,0.0383,0.892,110.038,156813,4,positive,4
371,0c3ujeLvuQwkNcGKj11W4I,Adrenaline,Emma Pollock,0.438,0.792,2,-5.392,1,0.0434,4.23e-05,0.136,0.152,139.823,298827,4,positive,6
372,3IPvTOQ178Cr71exZFMN4H,"1, 2, 3",311,0.468,0.598,6,-11.466,0,0.2,0.000325,0.0556,0.188,142.123,179133,4,positive,1
373,6p0qj3TZSw4mOT2ZoeBgAl,Another Mystery,Dar Williams,0.562,0.621,9,-7.604,1,0.23,0.0,0.37,0.44,78.051,183627,4,positive,4
374,6edJhe24R8kH3JlzJq7nIn,Escape,Chinese Man,0.467,0.645,2,-4.732,1,0.00104,0.0237,0.0709,0.0791,160.069,224537,4,positive,1
375,1tBMa9xHP7GtkDtmnvZGzv,Running Wild,Matt Pond PA,0.445,0.849,0,-3.461,1,0.0177,0.0272,0.273,0.518,89.506,261307,4,positive,3
376,1vNwAb1xMpx1jF2IeRnPdR,Mission Responsible,Michael Tolcher,0.582,0.918,4,-3.819,1,0.00194,0.0,0.151,0.677,95.999,227347,4,positive,5
377,0urS5vGAQsPJrMYoYC0bFj,Another Revolution,A Love Ends Suicide,0.296,0.991,10,-4.783,1,4.38e-05,0.0,0.201,0.337,102.587,179760,4,positive,1
378,6aFyyr9Xm4zUtrrjlXeILO,I Got You (I Feel Good),Maceo Parker,0.489,0.752,7,-5.262,1,0.54,1.81e-06,0.808,0.713,82.488,225893,4,positive,2
379,0PduzEDrT6lLxUlDL8WyV2,Tchaikovsky Beat,Messer Chups,0.679,0.735,4,-5.882,0,0.645,0.831,0.105,0.964,76.265,215640,4,positive,3
380,0nm73kSN7QXM7zU9rlolex,Dreams,Ashanti,0.592,0.43,1,-10.073,1,0.319,0.0,0.324,0.215,92.444,255400,4,positive,3
381,5aHzMBhC2CDbzFtZCLhTFM,To miasto,Vespa,0.519,0.562,7,-6.742,1,0.53,0.00222,0.337,0.69,76.128,239999,4,positive,1
382,7g5g5ICjqGerv6G5qqvoDs,Пятница,Каста,0.742,0.854,1,-3.944,1,0.0043,0.0,0.159,0.565,94.688,185653,4,positive,1
383,7uJQUtgOzvSlVM3oyY012O,Yellow Bird,Arthur Lyman,0.572,0.0774,2,-26.113,1,0.951,0.893,0.115,0.807,120.311,165667,4,positive,1
384,75oFHFcdnqAz6BK1Rh680N,Wirklich sein,2raumwohnung,0.827,0.394,2,-10.616,1,0.0652,0.867,0.0605,0.274,121.008,289600,4,positive,1
385,4NHywppSq0JNtm7iDpTjs0,Happy,Liam Lynch,0.735,0.715,1,-8.98,0,0.41,0.0,0.277,0.978,90.407,61587,4,positive,2
386,1ayCHLP144Ac4wKJrwagnx,Tennessee Waltz,Alma Cogan,0.55,0.922,5,-6.045,1,0.231,0.00238,0.208,0.89,109.651,129335,4,positive,2
387,6T598ua819EZ5A9Tsy0HR6,My Darkest Light Will Shine,Felt,0.311,0.563,0,-10.332,1,0.0736,0.791,0.0976,0.686,130.569,175400,4,positive,1
388,6kSFIFltpBFMMaaHO1g2ON,Electricity,Elton John,0.568,0.441,4,-6.209,0,0.184,0.0,0.0948,0.169,136.069,209733,4,positive,1
389,6JRUPE7m7ENPvvgB1PChIM,Revoir un printemps,IAM,0.788,0.818,1,-5.177,1,0.0987,0.0,0.0693,0.784,87.032,232760,4,positive,2
390,31QCqlWmUvEbN2UKVtG6b2,Girls For Single Men,Les Claypool's Frog Brigade,0.6,0.817,0,-6.729,1,0.000981,0.705,0.29,0.474,92.822,459729,4,positive,1
391,6rHuAkKaudWnbKtXJLye5X,Sunsesame,Caribou,0.486,0.322,0,-13.714,1,0.873,0.854,0.107,0.0764,167.552,251453,4,positive,1
392,0e1PgdLchru4vEPjTXVC69,Crocodile,Hatcham Social,0.568,0.904,9,-7.719,1,6.4e-05,0.117,0.197,0.936,115.972,184227,4,positive,1
393,6kKkJqMvOcklaRktbBbT3G,Do Your Thing,Stefanie Heinzmann,0.897,0.333,10,-9.051,0,0.669,0.0,0.114,0.542,100.012,145653,4,positive,1
394,2WiGPC0Cmm3muj6ypYhe67,My Affair,Kirsty MacColl,0.635,0.927,5,-5.574,1,0.524,0.0,0.0673,0.805,108.902,324027,4,positive,1
395,2gAy17REwCV6A0qgrfbiHz,Shoo Fly,Elizabeth Mitchell,0.438,0.125,0,-15.719,1,0.924,0.0,0.168,0.679,174.271,63653,4,positive,1
396,2QA6LncNnXSI27emwi8mLw,"Absolutely, Salutely",Billie the Vision & the Dancers,0.659,0.595,7,-6.735,1,0.511,0.0,0.178,0.943,87.996,241947,4,positive,3
397,3SsMsYD9WpVWc1qEtYfXtj,Fight The Fight,Living Colour,0.354,0.835,9,-10.13,1,0.00691,0.0344,0.12,0.537,110.294,272333,4,positive,1
398,3uRfxZRnHX3asmfBELuXeI,Widerstand,Curse,0.657,0.72,1,-6.291,1,0.052,0.0,0.0867,0.759,81.963,250893,4,positive,1
399,3PjUF21gMg1cYdvnqOBSai,Good Vibrations (Various Sessions),The Beach Boys,0.42,0.531,10,-8.861,1,0.32,0.114,0.375,0.333,149.714,416333,4,positive,2
400,60F2wNQBTIfn0ZOheNPT3m,Exit Anywhere,Plej,0.702,0.359,8,-10.797,1,0.781,0.884,0.115,0.589,151.445,327880,3,positive,6
401,5Lcv58kQH32Aryu0WYfs5V,Peculiar Fascination,Yasume,0.791,0.944,4,-5.472,0,0.237,0.819,0.0727,0.661,113.028,266640,4,positive,1
402,4c1Sw7hVLeRbojw53E46x9,Znów jesteś ze mną,De Mono,0.605,0.353,4,-6.946,0,0.688,5.2e-06,0.103,0.569,90.088,306600,4,positive,2
403,1fhuOcfmPOQz2Qg67S0SLv,Everyday,Puggy,0.773,0.418,8,-8.779,0,0.879,0.0084,0.133,0.595,119.99,169707,4,positive,1
404,59gi8RcSQSG2svtYob5Gj3,Du vill så du kan,Svenska Akademien,0.564,0.784,7,-10.135,1,0.0282,1.14e-06,0.965,0.469,103.887,295307,4,positive,3
405,5Pnvy0ocChTkTPDsUO6dQr,Last One Standing,Neil Finn,0.57,0.663,2,-10.502,1,0.113,5.03e-06,0.0588,0.607,149.388,184840,4,positive,2
406,53mHmnO499Kt1ni5P0LBWO,Hymn,Age Pee,0.519,0.926,1,-5.433,0,0.00909,0.00188,0.121,0.189,139.944,227815,4,positive,3
407,0LKgWxdfDsjQkeiQT99U4g,Crawl,The Wedding Present,0.212,0.722,7,-10.99,1,0.000402,0.207,0.104,0.596,173.168,164133,4,positive,1
408,2oAfF7Ioq7dzsWamVRKdSa,River Niger,Mad Professor,0.759,0.392,9,-15.265,1,0.0666,0.00862,0.121,0.743,75.295,134444,4,positive,2
409,0osznTBRtDqmyCyBTVya6f,Klocki,Kabanos,0.716,0.978,0,-2.474,1,0.054,0.0,0.31,0.503,145.006,202500,4,positive,2
410,4YopViwuJUG6a0GKgiWDRg,I Know That You Don't Like the Future Like I Do,Brian McBride,0.0828,0.00656,9,-34.532,1,0.99,0.833,0.0715,0.0291,83.653,188853,1,positive,1
411,2O4RJ0YQbpuxxIqS5gWOqK,Capri Calling,Yello,0.766,0.449,11,-17.93,0,0.122,0.207,0.318,0.459,108.965,181933,4,positive,2
412,4Vpkn3cHw836q840PrAZDr,Punk Rock Love,Good Clean Fun,0.577,0.976,7,-2.639,1,0.284,0.0,0.218,0.687,172.865,102107,4,positive,1
413,6Uh1vnSeJf1t2gg4nBpRvb,It Doesn't Get Better Than This,Alex Band,0.518,0.873,11,-4.902,1,0.0167,0.0,0.299,0.724,130.879,171707,4,positive,2
414,4Wh6hvdTqdGvCzIVBt9qGS,Caffeine,Mattias IA Eklundh,0.59,0.924,9,-7.753,0,0.00546,0.18,0.207,0.777,168.855,131960,4,positive,1
415,25fS72Gn3j78nfYOKLcrQk,Yambo,Salif Keita,0.746,0.889,5,-8.302,0,0.131,5.71e-05,0.482,0.896,118.189,373973,4,positive,2
416,0P2b9UJG3blBc9fV6EjXf3,Paid In Full,Apartment,0.424,0.921,2,-5.334,0,0.00102,7.01e-06,0.136,0.409,159.997,207427,4,positive,1
417,5ZWlJvhefxK9Srk3bosAHE,Wish You a Good Day,The Grouch,0.719,0.582,0,-5.215,1,0.181,0.0,0.149,0.376,95.793,257240,4,positive,3
418,58kXCB6vNgdwonNU84lNi7,Nic z tego nie będzie,Łona,0.77,0.687,10,-6.096,0,0.0145,0.0,0.0276,0.9,94.503,228973,4,positive,1
419,6qHSt4AMZTbbtz8LgfT8Wn,I Worship You,MercyMe,0.631,0.868,8,-5.19,1,0.00308,3.56e-06,0.0701,0.456,93.993,187973,4,positive,3
420,5Lf6RG1wOomzOZLYZuB3XK,Gat Rumberu,La Pegatina,0.664,0.91,11,-3.197,0,0.152,0.0,0.136,0.945,125.027,157373,4,positive,2
421,6ZHCyqzm5eiOHorSCOKqEB,Change on Me,RVIVR,0.337,0.956,4,-7.067,1,0.00146,0.0715,0.289,0.236,92.176,375507,4,positive,1
422,3YeLDprzT2CCNfM39QuVlr,Beat It,Señor Coconut,0.664,0.875,6,-10.201,0,0.549,0.000109,0.119,0.798,164.085,232691,4,positive,1
423,2nRxHLTZY9hWCreQnn6SXa,Hemper,Mikkel Metal,0.479,0.46,8,-15.661,0,0.219,0.57,0.179,0.54,115.003,379373,4,positive,1
424,24yOjR7TePpO8enUvnx0mx,End Creditouilles,Michael Giacchino,0.394,0.43,9,-9.087,1,0.727,0.409,0.126,0.27,147.159,556693,3,positive,1
425,4Qu78qSBVNBu4IwcAsDKBt,No Clouds,Liberty X,0.706,0.614,9,-9.08,1,0.123,0.0,0.0819,0.54,98.997,233400,4,positive,1
426,6zkzVqF9cR4uHYyytxQ8Dz,Bentley's Gonna Sort You Out!,Bentley Rhythm Ace,0.7,0.935,10,-8.774,0,0.0456,0.831,0.347,0.811,103.984,307400,4,positive,2
427,0UnxjHOQPicOUBTxqGWNtl,Fuck It Man,Mellowdrone,0.535,0.454,2,-9.235,1,0.273,4.02e-06,0.322,0.36,170.081,230280,4,positive,1
428,2BBGmA5Y0gg2S2P6fzdskO,Push push,Rockers Hi-Fi,0.782,0.66,4,-6.999,0,0.222,0.806,0.0836,0.399,126.019,356208,4,positive,4
429,0DqcTwSNReGLFekmJzBD7I,Uno Momento Mortis,Grzegorz Turnau,0.654,0.419,8,-9.561,1,0.849,7.75e-06,0.115,0.324,125.363,241933,4,positive,2
430,16sJK4tZt3M3kMUlCTl52P,Drop the Knife,Good Clean Fun,0.229,0.994,11,-2.723,1,0.0332,0.0,0.173,0.304,99.624,116667,1,positive,1
431,6I5LT3rAVWJrXTwx6FSB8m,Clocktower Lodge,Sad Lovers and Giants,0.434,0.459,11,-14.802,0,0.00696,0.921,0.0985,0.416,117.158,258093,4,positive,1
432,6wGVirTppn0xliRlf6j48R,Try,Sweatshop Union,0.803,0.663,11,-6.448,1,0.195,0.0,0.294,0.732,108.232,198907,4,positive,3
433,5BK9fmJ4lDYfVpZHZHaj80,For the moment,Every Little Thing,0.607,0.946,11,-5.194,1,0.00873,2.49e-06,0.0773,0.624,121.87,273000,4,positive,1
434,4yLKBN8fOeYtJldJ7dNFx2,Farewell Song,The Duskfall,0.359,0.984,4,-5.475,1,4.01e-06,0.0722,0.376,0.141,154.223,261707,4,positive,1
435,6e71Bf2xDi7ML7KC5nJY9n,Shapes Of Love,Every Little Thing,0.594,0.906,11,-4.475,0,0.00568,1.36e-05,0.337,0.687,118.97,296773,4,positive,1
436,40GWmRlPmYvwBVbsht5H3a,Keep Movin',Dub Pistols,0.606,0.963,5,-5.982,0,0.000225,0.129,0.13,0.96,119.983,225773,4,positive,1
437,31FpI2vNsODhvaheVwsKJX,Six Million Ways,Emanon,0.861,0.669,6,-8.382,1,0.243,0.0023,0.111,0.818,94.803,232947,4,positive,1
438,0twRKhDidtLCm6XsEuLd7Q,Metal Airplanes,Matthew Good,0.465,0.562,6,-7.387,1,0.137,4.59e-05,0.0901,0.177,143.992,341840,4,positive,1
439,2CHoO53H9x7JAACviLzuKx,"Wystarczy, że serce mi bije",Koniec Świata,0.315,0.848,7,-5.456,1,0.0372,0.0,0.237,0.807,78.47,185867,4,positive,1
440,0IiFRVcgmZAyG5VwHBj9di,King's Chorale,Mountain,0.584,0.217,0,-15.971,0,0.9,0.827,0.206,0.141,133.128,64333,4,positive,1
441,7zzFioSDYYhjmXpibVWja6,Synu,Sistars,0.786,0.819,5,-5.342,0,0.00383,5.62e-05,0.0612,0.797,120.021,291853,4,positive,1
442,1Tz10EYl3RFRItgJU8bJWu,Seven Cities,Solar Stone,0.477,0.931,0,-7.821,1,0.0084,0.959,0.245,0.333,135.129,211333,4,positive,2
443,0zb141C6oOhvFmEQfc5PQP,Respectable,Don McLean,0.678,0.661,8,-10.922,1,0.761,4.01e-06,0.128,0.963,112.13,148707,4,positive,9
444,0xpOtOfcetuOiEDVeIWSbz,Be Yourself,Enrique Iglesias,0.699,0.653,3,-3.42,0,0.0525,3.39e-05,0.0462,0.641,125.035,278440,4,positive,1
445,2HUw8cPNkAZEKgRWpmSSlZ,By Your Side,Irene,0.456,0.891,0,-4.965,1,0.281,1.24e-06,0.111,0.833,75.297,251890,4,positive,2
446,1fQ2pN9MLxxi399nlHEth7,"Zip-A-Dee-Doo-Dah, ""Song Of The South""",James Baskett,0.658,0.216,7,-15.087,1,0.914,0.0,0.348,0.724,102.246,139560,4,positive,4
447,2O6to0tUQDcfLcKWGW1JYp,Lee Disco (Andy Korg Remix),Cash Candy,0.737,0.66,10,-7.095,0,0.000196,0.784,0.0672,0.689,128.023,342472,4,positive,1
448,4EHKvvQ0lSqSfuazsl9MN7,I Don't Know What To Tell You,Redrama,0.603,0.829,5,-7.078,1,0.187,0.0,0.0546,0.868,197.738,267760,4,positive,1
449,19PBArrx6ovbCxQQmrc1gB,Scream,The 5.6.7.8's,0.393,0.845,9,-11.89,0,0.487,0.00017,0.359,0.551,96.977,127400,4,positive,3
450,3ZUZYCxE3JjNx6aSGJAvGJ,Clerkenwell Polka,Madness,0.57,0.715,9,-5.335,0,0.0189,1.98e-05,0.0763,0.737,133.121,260493,4,positive,1
451,6KDUIPBPc1kWCU7aiQ6uGS,Letters From War,Mark Schultz,0.386,0.569,1,-4.839,1,0.35,0.0,0.12,0.347,111.62,255027,4,positive,1
452,23RfJkAJbOuAF0tM55XSgR,Keep Up With Me,Late Night Alumni,0.708,0.877,10,-5.454,0,0.176,0.0312,0.106,0.901,126.015,297400,4,positive,3
453,1Li7mqelqsNJCBdbdRj3jC,In the Garden,Bob James,0.343,0.304,2,-16.063,1,0.101,0.00896,0.155,0.302,146.483,188947,4,positive,3
454,1JGAGnZyosI5IhYv0Q6oaZ,Feat Feats Feat. Emo And Syrus,DJ Vadim,0.847,0.653,10,-6.031,0,0.0193,0.0,0.309,0.934,91.951,307413,4,positive,1
455,0YxuWZvh5BvtPohqNPF4zZ,Chłopaki,Muzyka Końca Lata,0.696,0.825,10,-6.418,1,0.0712,0.00098,0.342,0.818,109.992,249013,4,positive,1
456,6EhYDdWUVaKN2WsOufBdz1,Postcards From,Robots in Disguise,0.691,0.589,7,-7.539,1,0.000611,0.666,0.0919,0.0711,99.98,247267,4,positive,4
457,1CXFKVz37ZrTT0AxK8lpUd,Spring Has Come!!!,Piana,0.405,0.499,0,-8.43,1,0.916,0.86,0.195,0.126,94.988,149547,4,positive,3
458,4YQ4VksDua9SAq04g8vXGn,Unbekümmert,Annett Louisan,0.704,0.533,2,-10.998,1,0.776,0.0,0.121,0.564,129.971,195613,4,positive,2
459,4bq8s6XqV6FTXoMadsg40H,Chasingbits,Paza,0.712,0.679,2,-8.871,1,0.0109,0.514,0.13,0.509,107.118,146000,4,positive,1
460,54cP5dN5XkHTApizJbsxyN,My Best Friends,Good Clean Fun,0.413,0.902,7,-4.627,1,5.95e-06,3.76e-05,0.207,0.378,111.379,124480,4,positive,1
461,0J55eVdILnnQUntg47yUrW,Departure,Vikter Duplaix,0.736,0.799,6,-10.602,1,0.234,0.000142,0.0593,0.518,94.49,126893,3,positive,1
462,4UfgbEMCyYjFlgC9kls5FA,Medicine,Mark Rae,0.774,0.894,9,-7.92,0,0.00183,0.0425,0.0379,0.844,119.906,328710,4,positive,2
463,6onqF4PIX1IZVyposj7vgj,What Do You Love More Than Love,Dar Williams,0.585,0.675,3,-6.312,1,0.145,0.0,0.0996,0.77,139.609,197933,4,positive,1
464,5MLrv6nEsZL2YUqwVUgzxP,Pray,Underworld,0.579,0.232,0,-20.787,1,0.57,0.114,0.132,0.443,80.029,343200,4,positive,1
465,69JuxYn1KoChhsJd8NM4Qt,Lake Bodom (live),Children of Bodom,0.137,0.966,5,-4.201,0,3.77e-06,0.848,0.655,0.244,146.276,249453,4,positive,1
466,4Gy2Ec0SJMyJu62C7qSx4p,Wielki blekit,Myslovitz,0.286,0.68,6,-7.261,0,0.00335,0.00011,0.0834,0.2,83.364,303200,4,positive,2
467,3TaOMtcgLzqldq3NiyBUYs,Чувачки,Морэ & Рэльсы,0.804,0.737,11,-10.063,0,0.385,0.0,0.0553,0.831,137.435,192561,4,positive,1
468,4mG3Uk3ky07FfdITTytRCr,Kalajuttuja,Uusitalo,0.889,0.379,1,-12.96,0,0.751,0.922,0.0945,0.357,127.998,508373,5,positive,2
469,6gmb3ioSxK2kRYIwFq0RSy,Milky Way,Boa,0.674,0.947,8,-3.059,1,0.134,0.0,0.206,0.85,104.047,199173,4,positive,3
